Week End,Crude Volumes For The Week
06/14/2022,55.22
06/14/2022,92.87
06/14/2022,90.95
06/21/2022,59.92
06/21/2022,96.83
06/21/2022,88.51
06/28/2022,63.86
06/28/2022,103.07
06/28/2022,95.95
07/05/2022,64.15
07/05/2022,103.44
07/05/2022,98.18
07/12/2022,63.45
07/12/2022,102.63
07/12/2022,101.23
07/19/2022,63.51
07/19/2022,100.96
07/19/2022,100.16
07/26/2022,55.63
07/26/2022,98.45
07/26/2022,104.16
08/02/2022,64.2
08/02/2022,101.62
08/02/2022,105.87
08/09/2022,64.77
08/09/2022,102.11
08/09/2022,105.43
08/16/2022,64.54
08/16/2022,103.7
08/16/2022,106.09
08/23/2022,65.48
08/23/2022,100.9
08/23/2022,100.86
08/30/2022,65.47
08/30/2022,101.79
08/30/2022,100.78
09/06/2022,65.49
09/06/2022,99.97
09/06/2022,103.15
09/13/2022,65.2
09/13/2022,91.65
09/13/2022,101.39
09/20/2022,64.81
09/20/2022,92.26
09/20/2022,101.6
09/27/2022,65.15
09/27/2022,91.42
09/27/2022,104.56
10/04/2022,64.34
10/04/2022,92.46
10/04/2022,103.34
10/11/2022,65.35
10/11/2022,91.69
10/11/2022,99.05
10/18/2022,64.16
10/18/2022,81.25
10/18/2022,91.3
10/25/2022,62.73
10/25/2022,76.5
10/25/2022,96.45
11/01/2022,62.12
11/01/2022,76.71
11/01/2022,95.7
11/08/2022,65.04
11/08/2022,88.72
11/08/2022,94.86
11/15/2022,63.21
11/15/2022,100.44
11/15/2022,102.8
11/22/2022,63.59
11/22/2022,106.47
11/22/2022,102.16
11/29/2022,63.4
11/29/2022,104.12
11/29/2022,102.03
12/06/2022,62.29
12/06/2022,105.18
12/06/2022,102.96
12/13/2022,62.32
12/13/2022,104.46
12/13/2022,103.07
12/20/2022,63.25
12/20/2022,105.45
12/20/2022,102.58
12/27/2022,60.32
12/27/2022,104.58
12/27/2022,101.31
01/03/2023,61.78
01/03/2023,103.6
01/03/2023,99.9
01/10/2023,61.47
01/10/2023,105.23
01/10/2023,101.96
01/17/2023,61.64
01/17/2023,105.14
01/17/2023,99.78
01/24/2023,62.64
01/24/2023,105.48
01/24/2023,101.33
01/31/2023,60.92
01/31/2023,103.68
01/31/2023,92.05
02/07/2023,61.41
02/07/2023,100.55
02/07/2023,89.45
02/14/2023,60.83
02/14/2023,103.51
02/14/2023,91.12
02/21/2023,58.99
02/21/2023,100.92
02/21/2023,91.45
02/28/2023,61.07
02/28/2023,101.87
02/28/2023,91.35
03/07/2023,60.8
03/07/2023,101.81
03/07/2023,90.05
03/14/2023,61.02
03/14/2023,101.39
03/14/2023,90.13
03/21/2023,60.92
03/21/2023,101.35
03/21/2023,87.79
03/28/2023,59.19
03/28/2023,103.57
03/28/2023,88.31
04/04/2023,61.13
04/04/2023,103.56
04/04/2023,80.71
04/11/2023,61.0
04/11/2023,103.08
04/11/2023,75.21
04/18/2023,60.72
04/18/2023,95.75
04/18/2023,79.17
04/25/2023,63.76
04/25/2023,92.41
04/25/2023,78.63
05/02/2023,62.42
05/02/2023,102.55
05/02/2023,71.82
05/09/2023,62.95
05/09/2023,103.27
05/09/2023,74.1
05/16/2023,64.52
05/16/2023,100.3
05/16/2023,76.65
05/23/2023,63.75
05/23/2023,102.73
05/23/2023,76.98
05/30/2023,64.11
05/30/2023,102.83
05/30/2023,91.48
06/06/2023,64.61
06/06/2023,101.28
06/06/2023,95.7
06/13/2023,64.41
06/13/2023,100.7
06/13/2023,99.14
06/20/2023,58.92
06/20/2023,96.1
06/20/2023,94.59
06/27/2023,55.41
06/27/2023,93.32
06/27/2023,98.91
07/04/2023,59.89
07/04/2023,96.79
07/04/2023,104.17
07/11/2023,62.38
07/11/2023,97.84
07/11/2023,101.02
07/18/2023,61.65
07/18/2023,101.16
07/18/2023,102.81
07/25/2023,62.16
07/25/2023,102.09
07/25/2023,102.56
08/01/2023,63.79
08/01/2023,102.19
08/01/2023,100.48
08/08/2023,64.68
08/08/2023,103.39
08/08/2023,104.8
08/15/2023,64.42
08/15/2023,102.33
08/15/2023,101.05
08/22/2023,63.03
08/22/2023,94.99
08/22/2023,100.6
08/29/2023,63.82
08/29/2023,100.25
08/29/2023,102.45
09/05/2023,63.8
09/05/2023,101.75
09/05/2023,101.87
09/12/2023,63.33
09/12/2023,101.0
09/12/2023,98.73
09/19/2023,58.24
09/19/2023,88.38
09/19/2023,101.87
09/26/2023,56.07
09/26/2023,72.53
09/26/2023,99.94
10/03/2023,56.74
10/03/2023,72.85
10/03/2023,97.94
10/10/2023,56.58
10/10/2023,72.59
10/10/2023,93.55
10/17/2023,56.38
10/17/2023,72.0
10/17/2023,96.92
10/24/2023,55.58
10/24/2023,73.55
10/24/2023,96.06
10/31/2023,55.3
10/31/2023,73.89
10/31/2023,96.21
11/07/2023,57.53
11/07/2023,75.68
11/07/2023,98.53
11/14/2023,61.55
11/14/2023,79.87
11/14/2023,95.97
11/21/2023,61.94
11/21/2023,90.84
11/21/2023,93.42
11/28/2023,62.37
11/28/2023,103.02
11/28/2023,97.05
12/05/2023,60.71
12/05/2023,102.34
12/05/2023,97.06
12/12/2023,62.14
12/12/2023,100.51
12/12/2023,101.05
12/19/2023,63.47
12/19/2023,101.5
12/19/2023,103.28
12/26/2023,63.2
12/26/2023,103.26
12/26/2023,101.25
01/02/2024,62.8
01/02/2024,103.15
01/02/2024,101.43
01/09/2024,62.69
01/09/2024,103.13
01/09/2024,99.03
01/16/2024,62.6
01/16/2024,102.22
01/16/2024,96.56
01/23/2024,57.23
01/23/2024,99.0
01/23/2024,93.88
01/30/2024,62.5
01/30/2024,102.13
01/30/2024,92.82
02/06/2024,62.76
02/06/2024,99.95
02/06/2024,95.8
02/13/2024,63.9
02/13/2024,98.9
02/13/2024,94.39
02/20/2024,63.85
02/20/2024,101.45
02/20/2024,93.74
02/27/2024,62.77
02/27/2024,100.63
02/27/2024,91.37
03/05/2024,61.6
03/05/2024,101.72
03/05/2024,97.27
03/12/2024,62.06
03/12/2024,98.97
03/12/2024,94.76
03/19/2024,60.67
03/19/2024,97.36
03/19/2024,92.12
03/26/2024,61.24
03/26/2024,99.99
03/26/2024,94.31
04/02/2024,58.85
04/02/2024,91.03
04/02/2024,98.25
04/09/2024,48.51
04/09/2024,90.15
04/09/2024,92.86
04/16/2024,41.83
04/16/2024,79.81
04/16/2024,74.46
04/23/2024,43.57
04/23/2024,61.94
04/23/2024,68.95
04/30/2024,47.24
04/30/2024,70.27
04/30/2024,67.28
05/07/2024,54.28
05/07/2024,71.96
05/07/2024,72.45
05/14/2024,58.53
05/14/2024,92.06
05/14/2024,79.0
05/21/2024,62.19
05/21/2024,103.38
05/21/2024,91.01
05/28/2024,62.92
05/28/2024,106.23
05/28/2024,91.69
06/04/2024,63.96
06/04/2024,109.3
06/04/2024,95.7
06/11/2024,63.84
06/11/2024,107.86
06/11/2024,104.41
06/18/2024,64.14
06/18/2024,101.58
06/18/2024,106.64
06/25/2024,63.61
06/25/2024,104.5
06/25/2024,106.52
07/02/2024,63.28
07/02/2024,106.56
07/02/2024,105.43
07/09/2024,63.58
07/09/2024,105.48
07/09/2024,103.92
07/16/2024,63.04
07/16/2024,106.65
07/16/2024,103.95
07/23/2024,63.36
07/23/2024,107.64
07/23/2024,101.65
07/30/2024,64.84
07/30/2024,109.58
07/30/2024,102.79
08/06/2024,64.77
08/06/2024,107.74
08/06/2024,103.22
08/13/2024,64.21
08/13/2024,107.66
08/13/2024,104.7
08/20/2024,63.55
08/20/2024,107.63
08/20/2024,100.99
08/27/2024,64.01
08/27/2024,104.42
08/27/2024,95.95
09/03/2024,63.95
09/03/2024,107.51
09/03/2024,96.76
09/10/2024,54.16
09/10/2024,107.21
09/10/2024,85.67
09/17/2024,41.33
09/17/2024,104.37
09/17/2024,93.99
09/24/2024,41.55
09/24/2024,101.67
09/24/2024,100.3
10/01/2024,41.43
10/01/2024,103.22
10/01/2024,101.48
10/08/2024,53.61
10/08/2024,103.88
10/08/2024,103.08
10/15/2024,58.16
10/15/2024,104.35
10/15/2024,102.39
10/22/2024,55.61
10/22/2024,106.86
10/22/2024,100.2
10/29/2024,61.34
10/29/2024,107.56
10/29/2024,102.95
11/05/2024,63.02
11/05/2024,106.97
11/05/2024,105.65
11/12/2024,62.58
11/12/2024,104.23
11/12/2024,104.52
11/19/2024,63.21
11/19/2024,106.17
11/19/2024,105.22
11/26/2024,62.34
11/26/2024,107.56
11/26/2024,104.6
12/03/2024,63.67
12/03/2024,106.65
12/03/2024,100.65
12/10/2024,62.98
12/10/2024,107.88
12/10/2024,102.95
12/17/2024,59.78
12/17/2024,108.95
12/17/2024,97.89
